	appid	category	rating	review	sentiment
72	com.herzick.houseparty	social	4	I love this app it is fun and it got me closer to my family and friends this is like a get together app manly because of the fun games but the whole reason why i gave it a 4 is because their is not much game creator of this appif you see this rraview please add more games two suggestions are guess who and uno i would like to see fun filters and screen sharing mode like messenger	{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.9783}
73	com.herzick.houseparty	social	4	It's super fun you can play games with your friends and webcam them at the same time. But I sometimes when more than 5 people join in it tends to lag or stop working. But other than that it's an awesome app:3	{'neg': 0.104, 'neu': 0.6, 'pos': 0.296, 'compound': 0.872}
74	com.herzick.houseparty	social	1	The ads. Evey app I use an ad for this app appears. I hate it. The stupid snapping and clapping song they use is making me more insane than the actual virus is. There is not a single app that doesn't have one of these ads. I am so sick and tired of these ads about this app in my face all the time. I can say with full confidence that these ads are more annoying than any facebook or Instagram ad I have ever had the displeasure of looking at. I sincerely hope this terrible app gets taken down.	{'neg': 0.192, 'neu': 0.732, 'pos': 0.076, 'compound': -0.9359}
75	com.herzick.houseparty	social	3	Ok so it is overall a great app but I hate how u have to pay this game was made to cure your boredom not put a strain on my bank account also what about the ppl who can't afford to buy the other decks another thing is it drains my battery Hella fast I have to charge my phone twice a day when I used to charge it once...this is just my feedback now u have to decide if u are going to install or not	{'neg': 0.1, 'neu': 0.844, 'pos': 0.056, 'compound': -0.7374}
76	com.herzick.houseparty	social	2	My friends hyped this app, but it doesn't appear to work well with androids. Having the biggest challenge with people seeing me and me seeing them even though camera is enabled and permissions were accepted. Seems to be a connection issue. May have worked like once after several failed attempts. 🤷🏼‍♂️	{'neg': 0.066, 'neu': 0.756, 'pos': 0.179, 'compound': 0.6808}
77	com.herzick.houseparty	social	1	You really need to fix notifications. I really, really do not want it to play the tone when someone is in the house when my phone is set to silent/dnd. This is incredibly annoying and needs to be fixed asap.	{'neg': 0.102, 'neu': 0.843, 'pos': 0.055, 'compound': -0.2683}
78	com.herzick.houseparty	social	4	Love this app! Especially during social distancing! Please consider adding more color choices in quick draw, and the ability to have teams in quick draw and heads up. Too many people talking at once. Hard to hear them.❤️	{'neg': 0.03, 'neu': 0.769, 'pos': 0.201, 'compound': 0.8395}
79	com.herzick.houseparty	social	3	Can't get the video to work using the Chrome version. Using latest Chrome (80.0.3987.163) on a windows 8 i5 laptop. Have added the URL to the privacy / security settings and can use the camera in regular mode - any ideas? Not sending a video feed out or receiving one in. Have used the app on my iphone X and works well but would like it on a laptop due to screen size.	{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6705}
80	com.herzick.houseparty	social	1	Worst video chatting app ever. Everytime I try to video chat with my friends, they always either drop or I don't see their faces, not because they covered sometimes, but because it never reached them, even if I am on my Wi-Fi. And this happens every day.	{'neg': 0.11, 'neu': 0.85, 'pos': 0.041, 'compound': -0.3599}
81	com.herzick.houseparty	social	1	Zero stars not possible? Garbage app. Locks up on install, tells me I'm not eligible, doesn't allow you to fix. You have to uninstall and reinstall. Yes, let's waste data and time making the creator of a poorly designed app advertising money. To the designer, get bent. To potential users, don't bother.	{'neg': 0.049, 'neu': 0.842, 'pos': 0.109, 'compound': 0.3461}
82	com.herzick.houseparty	social	4	I love this app, but there could be so much more. The game's repeat themselves quite a bit. It would be a much better app if the content was expanded and worked for android. Some of the games are missing wording on android.	{'neg': 0.057, 'neu': 0.812, 'pos': 0.131, 'compound': 0.5647}
83	com.herzick.houseparty	social	3	Great app only things i would suggest is that the timmers on the games last longer as dont have enough time to read some of the trivia questions let alone answer them. And the rounds should be longer too add more questions ect as its very repetitive. New games like bingo would be a fun addition.	{'neg': 0.066, 'neu': 0.782, 'pos': 0.152, 'compound': 0.7655}
