appId,content,score,thumbsUpCount,category
com.herzick.houseparty,"App sucks. Crashes randomly when doing basic tasks. The backend system randomly blocks people that I have added, without any facility to unblock them. Epic responded to a previous review with ""email us and we'll help you"" Sent them an email. Nothing. Zero response. Honestly, they didn't need someone to do corporate espionage to turn me off this app. Their buggy system and poor customer support did it all by themselves.",1,2,social
com.herzick.houseparty,"The issue I'm getting is, when I try to connect my Facebook friends I get a error message ""Uh Oh that didn't work. Ive'd tried to shake to leave feedback within the app. It just doesn't seem to work. I would would love to rate it 5 just them issues are stopping me.",3,0,social
com.herzick.houseparty,Tried this app to see and speak with my family. Unfortunately the longest it would go without interruption was MAYBE 30 seconds. Video windows would go blue and audio lagged. I kept having to log in and out to get video working again. I'm deleting as soon as I post this review.,1,0,social
com.herzick.houseparty,"After the latest update, Whenever I'm in a call, every 5 mins it says my internet connection is low, and changes my status to joining, disturbing the call. Kindly fix this issue as my internet connection is perfectly fine.",1,0,social
com.herzick.houseparty,I love the app and use it with the family. I would give it a 5-rating if you added different sidded dice. Me and my friend would use it for d&d or pathfinder while still staying at home. I'm sure others would too. Great app!!!!!,4,4,social
com.herzick.houseparty,This app is really great. The picture is super smooth and the games are great. You can ignore people and lock your rooms which is handy. The main downsides are it sucks your battery life ridiculously not to mention it is a ton of data if your not in a wifi area or out and about. Also it raises the phone temperature.,4,14,social
com.herzick.houseparty,The only thing I didn't like is that when more than one person is talking it blocks out what the other people are saying. So what's the point in it being a house party app if you cant all talk and laugh together like a party? Just easier to facetime really,3,1,social
com.herzick.houseparty,I like this app but now it is giving a lot of trouble at first it was going all good until now ... people taking long to load in the chat it ways saying that you having wifi problems even though some of us using data .... so i don't know what is happen to app sigh .. i really do enjoy this app cause its cool you can play games and talk to people and meet new people but jah why is it giving so much trouble now ... sigh,3,12,social
com.herzick.houseparty,"Great app, easy to use, very reliable. A cool addition would be clearer distinction between wave and call buttons. Sometimes I press call instead of wave and a little bit more space between would be helpful. Other than that, best video calling app I think",4,0,social
com.herzick.houseparty,"Sometimes if you turn down the volume, it turns down some of the people in the chat but not all. This is incredibly irritating. All volume coming from the app should be on the same volume slider, no exceptions. This effectively makes the app impossible to mute.",2,7,social
com.herzick.houseparty,"Stay in touch with your quaranteam ❤️ Great app! Videocalls and games in the middle. Fin for catching up and social distance drinking even. Could use improvements like extra add-on features. And kind of confusinf that when you swipe left you exit the room. Needs a tutorial(maybe there is but i didnt see?) haha still, really great ❤️",4,6,social
com.herzick.houseparty,"I have auto update off and didnt manually update this yet it still updated somehow. This makes me suspicious af about the app, its also just pretty lame in general, like airtime its extremely disappointing after seeing all the ads from people who got paid off to promote it. Its just basic video calling with games like draw.io so when you can just use a better version of video chatting like instagram or skype its pretty useless.",1,12,social
com.herzick.houseparty,The video is smooth and the app is fairly easy to manage. Really annoyed it plays notification sounds when my phone is on vibrate AND I have all notifications through the app shut off. That means I have to sign out completely if I don't want to hear it. Would really like a fix for the sounds.,3,4,social
com.herzick.houseparty,It's crazy because loads of people that we don't know are able to join the call but it's also quite fun with the games on house party but I don't like the fact that when u text someone on house party you can't unsend a message or see if they have read your text but in conclusion overall it's a nice way keep in contact with your friends during Quarantine.,3,4,social
com.herzick.houseparty,"When it asked for my phone number, and I wrote my number, it said that my phone number wasn't valid. I tried several time even deleted the app, downloaded it again, signed in again and it sill said it was not a valid phone number. I had the country where the phone number was from right too. With this would be fixed somehow, but the app still works regardless without having to put my phone number.",3,28,social
com.herzick.houseparty,I have used this 3 times now and have really enjoyed it. I thought the connection was good and the video was clear. I like having the option of leaving the Room open or locking it so no one can come in. I'm sure I will be using it more during this Quarantine.,4,5,social
com.herzick.houseparty,I use this app almost everyday and I normally have a good report for it but recently its been glitching a lot. I also cant tell when I wave at people which is a little fristrating becuase it would be so helpful if the hand moved when you wave at someone. Other than that it was a very good experience.,4,12,social
com.herzick.houseparty,"It's a fun way to chat and play games with family and friends. I like the games they offer, however it would be even better if there was a karaoke game/app or a way to at least play music (I tried using spotify but my friend could only hear me and not my music). What's a house party without music???",4,190,social
com.herzick.houseparty,"I love this app so much, I miss my friends and this is amazing to have to see all of them. I like the options that it has like ghost mode which means you won't be notified when someone enters the house or you can have one when people are in the house. The games are also fun, the app is also really easy to use.",5,6,social
com.herzick.houseparty,"I've been using it for a few years, and I love it. It's simplistic and easy to use. The quality is very good even over long distances and with iPhone to Android. I've tested it all. You can even have some fun with built-in games. I love this app and I think you will too while social distancing. Stay safe!",5,4,social
com.herzick.houseparty,Their registration process is poor and email validation non-existent. Someone had already registered using my email and I was never notified of an account creation. I had to reset the password and change the profile settings.,1,4,social
com.herzick.houseparty,"Just keeps losing the connection, and takes several attempts to get back in, I don't have this problem with anything else I need connection for, disappointed, uninstalled !",1,0,social
com.herzick.houseparty,It's a good app especially when u have a android and cant facetime with your friends but for me sometimes I cant see incoming calls from my friends and it get annoying sometimes but other than that I would recommend this app.,4,1,social
com.herzick.houseparty,"Just saw blue screens for most of the chat👎🏾 Also, couldn't hear people. Audio and video kept cutting in and out way too often. Some ppl had audio and no video and vice versa. So dissappointed, I haven't seen these people in over 90 days😩",1,1,social
com.herzick.houseparty,"There's a lot of negative reviews on this app so I was a bit apprehensive to try it, but it worked perfectly fine for me and my 3 friends. Audio and video quality were good and the games worked without issue. We all had a really fun time on it",5,1,social
com.herzick.houseparty,Needs updating! Lags severely! Deletes on it's own have to keep downloading it to chat with friends. Games lag and are generally going to fast to even read with no options of slowing it down. Would be much better if these were addressed or at least if I dont have to download the app everytime I want to use it,1,11,social
com.herzick.houseparty,Ever since the last update of this app I can no longer use it as it always has connection issues. I have no connection issues with any other app so it's a problem with this app alone. All of my people have all switched to zoom as we have no issues there.,1,9,social
com.herzick.houseparty,"The app its self is okay but I've had a few problems with it 1 being when I'm in a call of 3 we have alot of connection issues and breaks up alot. The app used to have games you needed to pay for, so I bought one (99¢) then, after a few months made all the games free and to this day they haven't paid the money back!",1,9,social
com.herzick.houseparty,I love this app it is fun and it got me closer to my family and friends this is like a get together app manly because of the fun games but the whole reason why i gave it a 4 is because their is not much game creator of this appif you see this rraview please add more games two suggestions are guess who and uno i would like to see fun filters and screen sharing mode like messenger,4,1,social
com.herzick.houseparty,It's super fun you can play games with your friends and webcam them at the same time. But I sometimes when more than 5 people join in it tends to lag or stop working. But other than that it's an awesome app:3,4,2,social
com.herzick.houseparty,The ads. Evey app I use an ad for this app appears. I hate it. The stupid snapping and clapping song they use is making me more insane than the actual virus is. There is not a single app that doesn't have one of these ads. I am so sick and tired of these ads about this app in my face all the time. I can say with full confidence that these ads are more annoying than any facebook or Instagram ad I have ever had the displeasure of looking at. I sincerely hope this terrible app gets taken down.,1,334,social
com.herzick.houseparty,Ok so it is overall a great app but I hate how u have to pay this game was made to cure your boredom not put a strain on my bank account also what about the ppl who can't afford to buy the other decks another thing is it drains my battery Hella fast I have to charge my phone twice a day when I used to charge it once...this is just my feedback now u have to decide if u are going to install or not,3,5,social
com.herzick.houseparty,"My friends hyped this app, but it doesn't appear to work well with androids. Having the biggest challenge with people seeing me and me seeing them even though camera is enabled and permissions were accepted. Seems to be a connection issue. May have worked like once after several failed attempts. 🤷🏼‍♂️",2,2,social
com.herzick.houseparty,"You really need to fix notifications. I really, really do not want it to play the tone when someone is in the house when my phone is set to silent/dnd. This is incredibly annoying and needs to be fixed asap.",1,1,social
com.herzick.houseparty,"Love this app! Especially during social distancing! Please consider adding more color choices in quick draw, and the ability to have teams in quick draw and heads up. Too many people talking at once. Hard to hear them.❤️",4,1,social
com.herzick.houseparty,Can't get the video to work using the Chrome version. Using latest Chrome (80.0.3987.163) on a windows 8 i5 laptop. Have added the URL to the privacy / security settings and can use the camera in regular mode - any ideas? Not sending a video feed out or receiving one in. Have used the app on my iphone X and works well but would like it on a laptop due to screen size.,3,15,social
com.herzick.houseparty,"Worst video chatting app ever. Everytime I try to video chat with my friends, they always either drop or I don't see their faces, not because they covered sometimes, but because it never reached them, even if I am on my Wi-Fi. And this happens every day.",1,2,social
com.herzick.houseparty,"Zero stars not possible? Garbage app. Locks up on install, tells me I'm not eligible, doesn't allow you to fix. You have to uninstall and reinstall. Yes, let's waste data and time making the creator of a poorly designed app advertising money. To the designer, get bent. To potential users, don't bother.",1,4,social
com.herzick.houseparty,"I love this app, but there could be so much more. The game's repeat themselves quite a bit. It would be a much better app if the content was expanded and worked for android. Some of the games are missing wording on android.",4,8,social
com.herzick.houseparty,Great app only things i would suggest is that the timmers on the games last longer as dont have enough time to read some of the trivia questions let alone answer them. And the rounds should be longer too add more questions ect as its very repetitive. New games like bingo would be a fun addition.,3,7,social
com.herzick.houseparty,"Used the app once. Couldn't see the houseparty guests' faces most of the time, just a blank screen. Cool concept if it worked better. Also, cannot delete account from Android even though they claim it's been fixed in the app. Emailed customer support and waiting to hear back.",1,3,social
com.herzick.houseparty,"Love it, but with all of what's going on, I think ""We need to talk"" on the Invite text should be changed. It sends a mixed message at first glance. How about, ""Download this! We need to party"" or something.",5,6,social
com.herzick.houseparty,"I really like this app, the only thing I would say is to get more questions for trivia and more things to draw for quick draw and things to guess for heads up, cuz it ends up repeating a lot of questions but other than that it's a great app",4,22,social
com.herzick.houseparty,"I always have to send the same message at least 3 times..I'll type my message, hit send, and it just deletes it instead..almost every time I send a message this happens! Drives me crazy!",1,1,social
com.herzick.houseparty,"definitely shares my info to other sites, I've gotten triple the spam messages since I downloaded it. Also it sends really loud notifications when a friend is online and there is seemingly no way to disable it, which is pretty annoying especially when I'm on silent mode!",1,4,social
com.herzick.houseparty,"I've seen other people with thier bitmojis as their profile picture but my version doesn't have the option to connect my bitmoji. When i click on my name, there's a just a blank White page with a loading indicator, but nothing ever loads...Just my name, a button to copy link, and a little blue symbol that looks like an arrow coming out of a box which also does nothing when you click on it.",1,8,social
com.herzick.houseparty,This app is amazing because it let's you connect with your friends and family while playing fun games. It also is really fun because you get to them both at the same time! You get to FaceTime and play games! It is an amazing app.,5,2,social
com.herzick.houseparty,"I love this app so much, with the pandemic going on and social distancing, this has been super helpful and fun! Although it would be fun to have more games I am happy with this app. Great visual and audio quality.",5,5,social
com.herzick.houseparty,"This app is really great for just hanging out with friends. Its really easy to get running and plus, there is games that you can play with your friends that is pre-installed. Houseparty is a lot of fun and would 10/10 recommend.",5,3,social
com.herzick.houseparty,It's good for communication with friends but sometimes it decides it wants to act stupid and break then u can't see ur friends list and everything like that so I don't like that part but overall it's a good app.,3,4,social
com.herzick.houseparty,"It is a good application, very interactive and very fun, but it becomes very bad when thinking about people who do not speak English, they should include more languages to improve the app",3,2,social
com.herzick.houseparty,"Facebook contacts loaded regardless if I wanted it...""you may know"" stream is ridiculous, and the camera going on automatically is disturbing and I cannot control contacts and uncheck it. My face is the biggest screen and cant be switched around, don't want to see me, want to see my friends",1,7,social
com.herzick.houseparty,I love this app u can call and talk to your friends in Quarantine u can also download it on phone and ipad its so good but the only thing is that any of the people u are friends with or the person u are calling if you dont lock the room they can get in also u can play really fun games with your friends i hope this helps u bye xx,5,2,social
com.herzick.houseparty,It's an easy way to keep in contact with all your friends but Its very laggy and it drains my battery very quickly I was on ft with 7 of my friends on this app and my phone was on 92% half hour later my phone was on 20% but I also like the fact that you can have different options in games ect so 3 stars😁,3,4,social
com.herzick.houseparty,"The ads are absolutely obnoxious, had to listen those claps several times and had to wait for about 10 seconds on a blank screen to close it down. The app overall is mediocre, too many glitches and doesn't even allow me to show my camera",1,3,social
com.herzick.houseparty,"Its REALLY good to communicate with friends but however, if you have more than 2 people on a call i get connecttion issues. When its only 2 people on a call, the connection is perfect.",3,2,social
com.google.android.apps.tachyon,I love it. It's especially nice to use with a google phone and appliances. Leaving video messages on it is one of my favorite bits. Apple and Android phones can connect fairly well. I wish there was some sort of specific algorithm that flips the other person's view so they aren't sideways. It only happens when they have a older phone or weird model.,5,21,social
com.google.android.apps.tachyon,"This is a really great app! I love that I still get to see my family while being quarantined! It has so many great features, and free! The only downsides I have are when there are multiple people in a video chat it cuts off part of someone's face. Also while I was in a call someone else called me so I dumbly picked up the phone and now the person is stuck in the group forever! I think you should add a function where the person who started the group can remove people. Thanks!",4,19,social
com.google.android.apps.tachyon,"Duo is exceptional to use for video call needs. There hasn't been any issues with this app. It's a sure way to view the other caller and helps when missing loved ones. As far as video quality goes, it's clear like in actual real time as if u're looking in2 a sm. handheld tv/ or as if u c in2 another room. Video is optional too, so if your battery is low on phone or device then switch to voice only. The greatest thing about it is it's free and fast to downld. & isn't a space hog.",5,15,social
com.google.android.apps.tachyon,"I love the app as it's a great way to stay in touch with family during this lockdown. However, I'm REALLY disappointed that we can't have a group call using Google Hub max, it only allows 2 devices. It works as a group of 3 or more on my phone and tablet, so why not the hub? That was the reason I bought the hub in the first place.",4,1,social
com.google.android.apps.tachyon,"The picture quality is fine but today when I used it for a group calling, it can't connect with them so, now I have to walk to their house for my tution in this covid 19 outbreak with lockdown. The description said it could connect upto 12 people but I couldn't even there was only 8 people. (I came to know that as per my teacher).... :( :( :(",2,2,social
com.google.android.apps.tachyon,"Hi team, The app interface is lively. Tried 1 on 1 call and it worked great!. However the group calling feature is not working unexpectedly. It simply doest connect when calling multiple people together and doest even time out. I was able to make a group for now. Can you please look into it or advice how can we use group calling effectively? Thanks Stay safe!",4,7,social
com.google.android.apps.tachyon,"This is a nice and very convient app, especially now for staying in contact with friends and family during COVID-19. But more often than not the call is very choppy and glitches often. It is very diffucult setting up a meeting with multiple people. I would recommend this app to people with androids are samsungs who dont have facetime.",3,8,social
com.google.android.apps.tachyon,It's a very solid app when you are on a wifi connection. Wireless connection feels like it depends on your carrier. Use it video chat my lady every night. But there are time the camera freezes or the frames per second slows way down. Overall it's a way to keep in touch with those we care about,4,5,social
com.google.android.apps.tachyon,"Does the job most of the time, but sometimes the video will drop or the call itself will freeze. My phone is not always fully charged but it is not necessarily empty either when it happens. I have very good Wi-Fi and my phone signal is great in my apartment, so I can't blame it on that either.",4,4,social
com.google.android.apps.tachyon,"Truly a good app than other apps available in the market, where other apps have restrictions, least quality in video all that. However, I would like to bring to your attention on these items, 1.) Not able to remove the members from the group rather end up to create different groups for no use at all. 2.) Can introduce more number of participants to 20 or at least 15. Otherwise, I see your app is really a good app for group video calling.",3,191,social
com.google.android.apps.tachyon,"The app is good to use on smartphones, but would be great if Google reconsidered to develop or modify the app to support Android TV's too. While the Zoom App supports all versions of TV's and WebCam cameras too, why can't Google develop app that supports all Android TV models and WebCams this helps communicating to Families with those staying away from them. This current situation of COVID-19 has put many countries and families under lockdown. It would be wonderful if Google considered. Thanks.",5,0,social
com.google.android.apps.tachyon,The best clarity and audeo. I just visited with my very active three year old grandson this way. He jumped on the couch while he whistled . There was no blurr or pause even very close up with fast action. Perfect sound . I am so gratified to have this contact with my beautiful family on both coasts with this great app. Thank you.,5,0,social
com.google.android.apps.tachyon,Very fun app! I love the option to leave a video message to a friend/group of friends and the ability to either call back or react with an emoji (or both!). The UI is a little bit confusing (had several friends start calls by mistake) however it seems like new features are added everyday. We just used the one to take pictures during a phone call.,5,5,social
com.google.android.apps.tachyon,"The quality of the videos are very good and the app is just awesome! I am giving it four stars instead of five because when I want to record a video, the filters or effects don't appear at all or it takes at least ten to fifteen minutes for them to appear. Even when it does work, the quality of it is very bad but I am only talking about recording videos. In other ways, the app is excellent! It is good since I use it for online classes for tuition. I love it very much! It is awesome!🎉👍😍 💕 🎊",4,3,social
com.google.android.apps.tachyon,"This is a very good app, the video quality is better than messenger. I also like that this is a more simplified app than messenger. My family and I love this app, it has been very useful in this quarantine. It doesn't freeze up in the middle of a conversation like messenger does.",5,0,social
